image_name,tags
file_20050,
file_20051,clear primary
file_20052,clear primary agriculture
file_20053,clear primary
file_20054,partly_cloudy road primary agriculture
file_20055,road clear primary agriculture
file_20056,haze primary
file_20057,road water clear primary
file_20058,partly_cloudy road habitation primary agriculture
file_20059,clear primary
file_2006,cloudy
file_20060,road clear primary agriculture
file_20061,clear primary
file_20062,clear primary agriculture
file_20063,clear primary agriculture
file_20064,clear primary
file_20065,haze primary agriculture
file_20066,clear primary
file_20067,water clear primary agriculture
file_20068,clear primary
file_20069,partly_cloudy primary
file_2007,clear primary
file_20070,cloudy primary
file_20071,partly_cloudy water primary agriculture
file_20072,clear primary
file_20073,clear primary
file_20074,clear primary
file_20075,clear primary
file_20076,road clear primary agriculture
file_20077,partly_cloudy primary
file_20078,clear primary
file_20079,road water clear primary
file_2008,road clear habitation primary agriculture
file_20080,road clear primary
file_20081,cloudy
file_20082,clear primary agriculture
file_20083,road water clear primary
file_20084,partly_cloudy primary
file_20085,haze primary
file_20086,partly_cloudy primary
file_20087,clear primary
file_20088,haze primary
file_20089,clear primary
file_2009,partly_cloudy road primary agriculture
file_20090,clear cultivation primary agriculture
file_20091,road water clear primary
file_20092,partly_cloudy primary
file_20093,clear primary
file_20094,partly_cloudy cultivation primary agriculture
file_20095,road clear primary agriculture
file_20096,clear primary
file_20097,clear cultivation primary agriculture
file_20098,clear primary
file_20099,clear primary
file_201,primary agriculture
file_2010,clear primary
file_20100,partly_cloudy primary
file_20101,clear primary
file_20102,road clear selective_logging primary
file_20103,clear primary
file_20104,clear primary
file_20105,clear primary
file_20106,road clear primary agriculture
file_20107,haze primary
file_20108,partly_cloudy road primary agriculture
file_20109,clear cultivation primary agriculture
file_2011,clear primary
file_20110,clear primary
file_20111,road clear primary agriculture
file_20112,road clear habitation primary
file_20113,water clear primary
file_20114,road water clear habitation primary
file_20115,partly_cloudy primary
file_20116,road clear habitation primary agriculture
file_20117,partly_cloudy primary
file_20118,partly_cloudy primary
file_20119,clear primary
file_2012,road water clear primary
file_20120,clear primary agriculture
file_20121,cloudy
file_20122,road water clear primary
file_20123,clear primary
file_20124,partly_cloudy primary
file_20125,clear primary
file_20126,clear primary
file_20127,partly_cloudy water primary agriculture
file_20128,water clear primary
file_20129,clear primary agriculture
file_2013,clear cultivation primary agriculture
file_20130,cloudy
file_20131,road water clear primary
file_20132,clear primary
file_20133,road clear habitation primary
file_20134,clear primary
file_20135,road clear primary agriculture
file_20136,road haze primary agriculture
file_20137,road water clear primary
file_20138,clear primary
file_20139,water clear primary
file_2014,clear primary
file_20140,clear primary
file_20141,partly_cloudy primary
file_20142,water clear primary agriculture
file_20143,clear primary agriculture
file_20144,clear cultivation primary agriculture
file_20145,partly_cloudy road primary agriculture
file_20146,clear primary
file_20147,road clear primary agriculture
file_20148,clear primary agriculture
file_20149,haze primary
file_2015,clear primary
file_20150,partly_cloudy road water primary
file_20151,clear primary
file_20152,water clear primary
file_20153,partly_cloudy primary
file_20154,clear primary
file_20155,road clear habitation primary agriculture
file_20156,partly_cloudy road primary agriculture
file_20157,water clear primary agriculture
file_20158,partly_cloudy cultivation primary agriculture
file_20159,clear habitation cultivation primary agriculture
file_2016,clear primary
file_20160,partly_cloudy primary
file_20161,clear cultivation primary agriculture
file_20162,clear primary
file_20163,water clear primary agriculture
file_20164,clear primary
file_20165,road clear primary agriculture
file_20166,clear primary
file_20167,haze primary
file_20168,road clear primary agriculture
file_20169,clear primary
file_2017,road clear primary agriculture
file_20170,clear primary
file_20171,clear primary
file_20172,partly_cloudy primary
file_20173,clear primary
file_20174,partly_cloudy primary
file_20175,road water clear primary agriculture
file_20176,clear primary
file_20177,road clear habitation primary agriculture
file_20178,road clear habitation primary
file_20179,clear haze primary
file_2018,water clear primary
file_20180,road clear primary agriculture
file_20181,water clear artisinal_mine primary
file_20182,clear primary
file_20183,road clear primary agriculture
file_20184,clear primary agriculture
file_20185,road water clear primary
file_20186,clear primary
file_20187,partly_cloudy road habitation primary agriculture
file_20188,partly_cloudy primary agriculture
file_20189,water clear primary
file_2019,partly_cloudy primary
file_20190,road clear habitation cultivation primary agriculture
file_20191,partly_cloudy primary
file_20192,clear primary
file_20193,clear cultivation primary agriculture
file_20194,clear primary
file_20195,water clear primary
file_20196,partly_cloudy primary
file_20197,road clear agriculture
file_20198,water clear primary
file_20199,road clear cultivation primary agriculture
file_202,road clear habitation cultivation primary agriculture
file_2020,clear cultivation primary agriculture
file_20200,cloudy
file_20201,partly_cloudy primary
file_20202,clear primary
file_20203,road clear habitation primary agriculture
file_20204,partly_cloudy primary
file_20205,water clear primary agriculture
file_20206,clear primary
file_20207,clear primary
file_20208,partly_cloudy primary
file_20209,clear primary
file_2021,road clear habitation agriculture
file_20210,partly_cloudy cultivation primary agriculture
file_20211,road clear habitation primary agriculture
file_20212,clear primary
file_20213,clear primary
file_20214,haze primary
file_20215,road water clear primary agriculture
file_20216,clear primary
file_20217,clear primary
file_20218,road water clear primary
file_20219,water clear artisinal_mine primary
file_2022,cloudy
file_20220,partly_cloudy primary
file_20221,road clear primary agriculture
file_20222,clear primary
file_20223,partly_cloudy primary
file_20224,clear primary
file_20225,haze primary
file_20226,clear primary
file_20227,water clear primary agriculture
file_20228,road clear primary
file_20229,road clear habitation primary agriculture
file_2023,clear cultivation primary agriculture
file_20230,partly_cloudy primary
file_20231,road water clear artisinal_mine primary
file_20232,road clear primary
file_20233,road clear habitation cultivation primary agriculture
file_20234,clear primary
file_20235,partly_cloudy primary
file_20236,road water clear primary
file_20237,clear primary
file_20238,clear primary
file_20239,clear primary
file_2024,clear primary
file_20240,clear primary
file_20241,clear primary
file_20242,partly_cloudy road primary
file_20243,road clear primary agriculture
file_20244,clear primary
file_20245,clear primary
file_20246,partly_cloudy water primary agriculture
file_20247,partly_cloudy primary agriculture
file_20248,clear primary
file_20249,haze primary
file_2025,road clear habitation primary agriculture
file_20250,clear primary agriculture
file_20251,clear primary
file_20252,road clear habitation primary agriculture
file_20253,clear primary
file_20254,clear primary
file_20255,road clear habitation primary agriculture
file_20256,clear primary
file_20257,road clear primary agriculture
file_20258,clear primary
file_20259,clear primary
file_2026,partly_cloudy road primary agriculture
file_20260,cloudy haze
file_20261,water clear primary
file_20262,clear primary
file_20263,road clear habitation primary
file_20264,partly_cloudy primary agriculture
file_20265,road haze primary agriculture
file_20266,road water clear habitation primary agriculture
file_20267,road clear habitation primary agriculture
file_20268,road clear primary agriculture
file_20269,clear primary
file_2027,clear primary
file_20270,clear primary
file_20271,road clear habitation primary agriculture
file_20272,road habitation primary agriculture
file_20273,clear primary
file_20274,clear primary
file_20275,clear primary
file_20276,cloudy
file_20277,haze primary
file_20278,clear primary agriculture
file_20279,partly_cloudy primary
file_2028,road clear primary
file_20280,clear primary
file_20281,clear primary
file_20282,partly_cloudy primary
file_20283,road clear primary
file_20284,clear primary agriculture
